City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
474,Mecca,SA,81.27,few clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
475,Matagami,CA,24.39,overcast clouds,49.7502,-77.6328,Hôtel Matagami
476,Villaviciosa,ES,56.82,few clouds,43.4813,-5.4357,Hotel Carlos I
477,Naliya,IN,77.68,scattered clouds,23.2667,68.8333,jadeja jayendrasinh
479,Navirai,BR,61.92,scattered clouds,-23.065,-54.1906,Dubai Hotel - Também sua casa!
480,Khash,IR,64.42,clear sky,28.2211,61.2158,خوابگاه آبجی محدثه
481,Hamilton,US,49.32,clear sky,39.1834,-84.5333,Six Acres Bed & Breakfast
482,Puri,IN,79.32,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
483,Olafsvik,IS,42.15,overcast clouds,64.8945,-23.7142,Hotel Olafsvik
484,Vestmannaeyjar,IS,42.69,few clouds,63.4427,-20.2734,Glamping & Camping
485,Sivas,TR,56.03,light rain,39.7916,37.0019,Sivas Sultan Otel
486,Jinan,CN,63.01,overcast clouds,36.6683,116.9972,Sofitel Silver Plaza Hotel Jinan
487,Hofn,IS,44.8,clear sky,64.2539,-15.2082,Hótel Höfn
488,Isangel,VU,82.69,moderate rain,-19.55,169.2667,Tanna Lodge
489,Baloda Bazar,IN,82.17,clear sky,21.6667,82.1667,STARiHOTELS Baloda Bazaar
490,Kirakira,SB,85.19,overcast clouds,-10.4544,161.9205,SanBiz Lodge
491,Havre-Saint-Pierre,CA,35.96,overcast clouds,50.2334,-63.5986,Auberge Niapiskau
492,Alofi,NU,81.57,overcast clouds,-19.0595,-169.9187,Taloa Heights
493,Batemans Bay,AU,67.1,overcast clouds,-35.7167,150.1833,Batemans Bay Marina Resort
494,Perth,AU,58.66,clear sky,-31.9333,115.8333,Quest on Rheola
495,Muncar,ID,80.96,overcast clouds,-8.4333,114.3333,Zaky Homestay
496,Meadow Lake,US,78.78,clear sky,34.8014,-106.5436,TumbleWeed RV Park
497,Meulaboh,ID,77.61,overcast clouds,4.1363,96.1285,Kost Pria
498,Byron Bay,AU,70.95,broken clouds,-28.65,153.6167,Backpackers Inn
499,Lodwar,KE,82.4,light rain,3.1191,35.5973,Solmar Gracious Hotel
500,Kapoeta,SS,79.84,light rain,4.7717,33.5903,Eastgate Hotel
501,Yenagoa,NG,76.82,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
502,Sao Joao Da Barra,BR,69.78,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
503,Nurpur,IN,77.52,clear sky,29.15,78.4167,AVNEESH KUMAR
505,Chabahar,IR,81.23,clear sky,25.2919,60.643,هتل گدروشیا
506,Kenora,CA,28.78,overcast clouds,49.8167,-94.4337,Maynard Lake Lodge
507,Iskateley,RU,32.49,overcast clouds,67.6803,53.1512,Hostel Agat
509,Belgatoy,RU,44.19,few clouds,43.19,45.8308,"Trts ""Kuntayev"""
511,Manacapuru,BR,77.0,overcast clouds,-3.2997,-60.6206,Novo Hotel
512,Mezen,RU,31.78,light snow,65.8522,44.24,Gostevoy Dom Everest
513,Sorland,NO,43.02,overcast clouds,67.667,12.6934,Sjybrygga fiskecamp
514,Karratha,AU,83.84,few clouds,-20.7377,116.8463,ibis Styles Karratha
516,Aasiaat,GL,4.8,broken clouds,68.7098,-52.8699,Hotel Aasiaat Sømandshjem
517,Clearwater,US,81.03,clear sky,27.9659,-82.8001,Residence Inn by Marriott Clearwater Downtown
518,Ardakan,IR,58.69,scattered clouds,32.31,54.0175,Ardakan Hotel
519,Muli,MV,83.77,overcast clouds,2.9167,73.5667,Medhufushi Island Resort
520,Nowa Deba,PL,41.95,overcast clouds,50.4297,21.7508,Restauracja i Hotel Dębianka
521,Ternate,ID,82.44,broken clouds,0.8,127.4,Sahid Bela Ternate Hotel
522,Ningxiang,CN,41.5,broken clouds,37.34,111.2052,IU Hotel Luliang Xiaoyi Zhenxing Street
523,Nishihara,JP,69.85,overcast clouds,26.1842,127.7558,Minshuku Agaihama
524,Bintulu,MY,78.6,overcast clouds,3.1667,113.0333,900 Boutique INN
525,Griffith,US,41.22,scattered clouds,41.5284,-87.4237,Apartment above Depot Bar
526,Kalabo,ZM,65.66,broken clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
527,Muscat,OM,89.62,clear sky,23.6139,58.5922,Mutrah Hotel
528,Merzifon,TR,49.46,light rain,40.8733,35.4631,Mersuvan Turizm
529,Gambiran,ID,80.26,broken clouds,-6.7988,111.4951,GUBUK KU
530,Gasa,PS,81.97,scattered clouds,31.5,34.4667,رابطة الفنانين الفلسطينيين
531,Liaozhong,CN,56.88,scattered clouds,41.5061,122.7242,Bishuiwan Hotel
532,Thung Song,TH,82.06,broken clouds,8.1645,99.6804,Jasmine Resort And Spa
533,Ilhabela,BR,69.76,overcast clouds,-23.7781,-45.3581,Ilha Flat Hotel
534,Namatanai,PG,85.37,overcast clouds,-3.6667,152.4333,Seagulls Inn Namatani
535,Pudozh,RU,33.82,overcast clouds,61.8099,36.5345,Guest-House na Transportnoy
538,Port Victoria,KE,68.63,overcast clouds,0.0939,33.9756,Homepark motel
539,Ranong,TH,79.79,overcast clouds,9.9658,98.6348,Tinidee Hotel@Ranong
541,Imuris,MX,89.83,clear sky,30.7833,-110.8667,Hotel del Toro Hereford
542,Kieta,PG,82.85,light rain,-6.2167,155.6333,Uruna Bay Retreat
543,Barguzin,RU,46.81,broken clouds,53.6167,109.6167,"Gostevoy Dom S.barguzin ""Vizit"""
544,Cloquet,US,29.86,light snow,46.7216,-92.4594,Super 8 by Wyndham Cloquet
545,Pisz,PL,32.94,scattered clouds,53.6274,21.8125,Hotel Joseph Conrad
546,Buchanan,LR,79.07,overcast clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
547,Banda Aceh,ID,79.12,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
548,Road Town,VG,78.89,broken clouds,18.4167,-64.6167,"ZINGARA 76ft Catamaran, full crew-all included"
549,Zaliztsi,UA,30.42,broken clouds,49.7919,25.373,Zona Dlya Piknikiv Iz Manhalamy
550,Auki,SB,84.16,broken clouds,-8.7676,160.7034,Auki Motel
551,Burgeo,CA,35.17,overcast clouds,47.6167,-57.6152,Gillett's Motel
552,Ambilobe,MG,71.38,scattered clouds,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
553,Juneau,US,46.4,broken clouds,58.3019,-134.4197,"Baranof Downtown, BW Signature Collection"
554,San Patricio,US,86.09,scattered clouds,28.017,-97.5169,"Motel 6 Sinton, TX"
555,Newberry,US,72.18,overcast clouds,34.2746,-81.6187,Hampton Inn Newberry-Opera House
556,Qaqortoq,GL,26.85,broken clouds,60.7167,-46.0333,Siniffik Inn
558,Dasoguz,TM,58.17,overcast clouds,41.8363,59.9666,Hotel Erik
561,Blind River,CA,31.55,scattered clouds,46.1834,-82.9582,Auberge Eldo Inn
562,Shwebo,MM,84.27,few clouds,22.5667,95.7,MOON SHINE Guest House
563,Bodden Town,KY,82.0,clear sky,19.2833,-81.25,Will T Place
564,Khanpur,PK,83.62,broken clouds,28.6453,70.6567,Ahmad Bartan store
565,Vargashi,RU,34.77,broken clouds,55.3556,65.8467,Tourist hotel
566,Mahon,ES,50.56,clear sky,39.8885,4.2658,ARTIEM Capri
568,Mandera,KE,84.67,broken clouds,3.9366,41.867,Hiren Hotel Mandera
569,Asino,RU,34.54,broken clouds,56.9979,86.1452,"Hotel ""Rainbow"""
570,Ploufragan,FR,48.16,broken clouds,48.4914,-2.7946,Best Western Hotel Le Duguesclin
572,Vanimo,PG,82.74,broken clouds,-2.6741,141.3028,Vahmoneh Lodge Vanimo
573,Canico,PT,66.83,few clouds,32.6333,-16.85,Quinta Splendida Wellness & Botanical Garden
574,Male,MV,83.8,overcast clouds,4.1748,73.5089,Hotel Octave Maldives
576,Sur,OM,86.04,clear sky,22.5667,59.5289,Sur Plaza Hotel
577,Petatlan,MX,84.0,broken clouds,17.5167,-101.2667,Hotel California Petatlán
578,Comodoro Rivadavia,AR,62.46,clear sky,-45.8667,-67.5,Austral Hotel
580,Myitkyina,MM,67.14,broken clouds,25.3833,97.4,Shwe Phyu Hotel
581,Bandarbeyla,SO,80.49,few clouds,9.4942,50.8122,JABIR HOTEL
582,Lovozero,RU,34.5,overcast clouds,68.005,35.0117,Country house Lovozero
583,Vila,PT,47.7,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
584,Ishigaki,JP,71.96,broken clouds,24.3448,124.1572,Hotel Peace Land Ishigakijima
585,Galeana,MX,77.95,scattered clouds,24.8333,-100.0667,Mirador
586,Whitehorse,CA,31.01,overcast clouds,60.7161,-135.0538,The Sternwheeler Hotel & Conference Centre
587,Inirida,CO,74.12,broken clouds,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
588,Catamarca,AR,62.58,few clouds,-28.4696,-65.7852,Amerian Catamarca Park Hotel
590,Abha,SA,64.44,broken clouds,18.2164,42.5053,Abha Hotel
591,Sterling,US,51.8,scattered clouds,39.0062,-77.4286,Hampton Inn & Suites Washington-Dulles International Airport
592,Lakatoro,VU,84.43,broken clouds,-16.0999,167.4164,Lakatoro Palm Lodge
593,Borova,UA,34.34,few clouds,50.1763,30.1043,"Villa ""Stuhna"""
594,Tres Picos,MX,84.54,broken clouds,15.8667,-93.5333,Tres picos Chiapas
595,Aruppukkottai,IN,80.73,few clouds,9.5167,78.1,Karadi Lodge
596,Novyye Lapsary,RU,31.71,overcast clouds,56.0685,47.2142,Motel M7
600,Makokou,GA,70.9,light rain,0.5738,12.8642,Hôtel
602,Weligama,LK,79.34,overcast clouds,5.9667,80.4167,Weligama Bay Resort
603,Amberley,US,48.54,clear sky,39.2048,-84.428,Days Inn & Suites by Wyndham Cincinnati
604,Fountain,US,72.39,few clouds,38.6822,-104.7008,Colorado Springs KOA Holiday
605,Shangrao,CN,53.85,overcast clouds,28.4532,117.9686,Boyue boutique Hotel
606,Guapo,BR,75.58,overcast clouds,-16.8306,-49.5319,Lar de idosos de Guapó
607,Ivdel,RU,17.65,few clouds,60.6911,60.4206,Ivdel'
609,Zhigansk,RU,28.58,overcast clouds,66.7697,123.3711,Gostinichnyy Kompleks Aylgy
610,Oroville,US,74.16,clear sky,39.5138,-121.5564,"Holiday Inn Express & Suites Oroville Lake, an IHG Hotel"
611,Manggar,ID,81.55,scattered clouds,-2.8833,108.2667,Guest Hotel
612,Bilecik,TR,51.89,broken clouds,40.0,30.1667,Namlı Osmanlı Konagi
613,Flin Flon,CA,30.67,light snow,54.7682,-101.865,Victoria Inn Flin Flon
614,Nadym,RU,11.91,broken clouds,65.5333,72.5167,Apartment on Zvereva
615,Letka,RU,21.92,few clouds,59.6011,49.4232,Komi Republic
616,Scordia,IT,53.64,overcast clouds,37.2981,14.8408,B&B Piazza San Benedetto
617,Hovd,MN,41.63,clear sky,48.0056,91.6419,Hotel Khovd
618,Phalodi,IN,80.35,few clouds,27.1333,72.3667,"HOTEL NEW GOLDEN PALACE , PHALODI"
619,Chicama,PE,63.14,clear sky,-7.8447,-79.1469,Balihai Bungalows
620,Katherine,AU,84.52,scattered clouds,-14.4667,132.2667,Pine Tree Motel
621,Bosaso,SO,84.43,few clouds,11.2842,49.1816,Red Sea Hotel
622,Huarmey,PE,67.46,clear sky,-10.0681,-78.1522,Hotel Miramar
623,Pokhara,NP,70.83,clear sky,28.2333,83.9833,OYO 170 Hotel View Point
624,Saint Anthony,US,36.25,snow,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
625,Cam Ranh,VN,78.76,few clouds,11.9214,109.1591,OYO 598 Peony Hotel
626,Fare,PF,81.0,light rain,-16.7,-151.0167,Maitai Lapita Village Huahine
627,Murwillumbah,AU,75.97,broken clouds,-28.3167,153.4,Murwillumbah Motor Inn
628,Ankara,TR,54.79,light rain,39.9199,32.8543,Ramada by Wyndham Ankara
629,Yarada,IN,82.72,broken clouds,17.65,83.2667,Yarada Jungle Beach Resorts
630,Bilibino,RU,22.3,overcast clouds,68.0546,166.4372,Gostinitsa Severyanka
631,Nipawin,CA,30.83,overcast clouds,53.3668,-104.0009,Tobin Lake Motel
632,Akureyri,IS,42.73,light intensity drizzle,65.6835,-18.0878,Icelandair Hotel Akureyri
633,Ararangua,BR,62.47,scattered clouds,-28.9347,-49.4858,Hotel Mazzuco
634,Wanning,CN,77.45,broken clouds,18.8003,110.3967,Paradise Hotel
635,Bulgan,MN,41.97,few clouds,48.8125,103.5347,Unitel Булган салбар
636,Udachnyy,RU,30.45,light snow,66.4167,112.4,Severnoye Siyaniye
637,Dong Hoi,VN,74.03,overcast clouds,17.4833,106.6,Nam Long Hotel
638,Chapleau,CA,30.11,overcast clouds,47.8405,-83.4034,Nemegosenda Lake Lodge
639,Vargata,RO,25.74,broken clouds,46.5667,24.8,Tündér Ilona Vendégház
640,Kokopo,PG,84.09,overcast clouds,-4.352,152.2633,Kokopo Beach Bungalow Resort
641,Nantucket,US,44.71,clear sky,41.2835,-70.0995,Jared Coffin House
642,Cairns,AU,84.07,broken clouds,-16.9167,145.7667,Mantra Trilogy Cairns
643,Dolores,AR,57.33,overcast clouds,-36.3132,-57.6792,Apart Hotel - Arianos
644,Hailar,CN,44.83,overcast clouds,49.2,119.7,Holiday Inn & Suites Hulunbuir
645,Pokrovsk,UA,46.26,overcast clouds,48.282,37.1758,Druzhba
646,Itarema,BR,77.31,overcast clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
647,Xichang,CN,46.65,overcast clouds,27.8964,102.2634,Xichang ibis Hotel
649,Elliot,ZA,47.7,broken clouds,-31.3333,27.85,Rose Garden Dinner Bed and Breakfast
650,Port-Gentil,GA,80.67,light rain,-0.7193,8.7815,Fengshui Residence
651,Saugus,US,46.44,few clouds,42.4648,-71.01,Red Roof PLUS+ Boston - Logan
652,Bharatpur,IN,83.55,clear sky,27.2167,77.4833,OYO 22446 Sonar Haveli
654,Korla,CN,54.28,clear sky,41.7597,86.1469,Gulisitan Hotel
655,Krasnovishersk,RU,16.39,broken clouds,60.4078,57.082,Vishera hotel
656,Porto Velho,BR,77.05,moderate rain,-8.7619,-63.9039,Ecos Hotel Conforto
657,Mount Gambier,AU,58.96,overcast clouds,-37.8333,140.7667,The Commodore
659,Faya,SA,64.67,scattered clouds,18.3851,42.4509,املاك خالد الشعشوع
660,Nhulunbuy,AU,77.61,moderate rain,-12.2333,136.7667,East Arnhem Real Estate
661,Rokytne,UA,32.09,broken clouds,51.2796,27.214,Затишок
663,Ponsacco,IT,52.05,scattered clouds,43.6238,10.6291,Tana Dell'Orso
665,Jiazi,CN,67.53,overcast clouds,22.8779,116.067,Hotel Jin Hao
666,Evanston,US,40.57,broken clouds,42.0411,-87.6901,Hilton Garden Inn Chicago North Shore/Evanston
667,Morrope,PE,68.5,clear sky,-6.5417,-80.0111,CASA WAYRA HOTEL
668,Kachiry,KZ,48.38,overcast clouds,53.0675,76.1036,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
670,Devrek,TR,51.87,overcast clouds,41.2192,31.9558,Otel Kıyıcı
671,Mangan,IN,65.37,few clouds,27.5167,88.5333,Hotel Mout View
672,Mirnyy,RU,33.64,light snow,62.5353,113.9611,квартира
673,Dakar,SN,67.08,scattered clouds,14.6937,-17.4441,Novotel Dakar
674,Castrillon,ES,48.45,few clouds,43.3979,-6.7922,HR PALACIO DE PRELO 4 estrellas
677,Dodola,ET,56.43,light rain,6.9833,39.1833,Derib kidanemariam
679,Isabela,PH,82.42,overcast clouds,6.7085,121.9711,Isawad Resort
680,Hvide Sande,DK,45.0,clear sky,56.0045,8.1294,Hvide Sande Hotel
681,Kudahuvadhoo,MV,83.86,broken clouds,2.6708,72.8944,Niyama Private Islands Maldives
682,Granadilla De Abona,ES,72.18,haze,28.1188,-16.576,Hotel Rural Senderos De Abona
684,Sao Raimundo Nonato,BR,77.67,overcast clouds,-9.0153,-42.6994,Real Hotel
685,Ravar,IR,61.92,scattered clouds,31.2656,56.8055,computertik
686,Palafrugell,ES,58.42,broken clouds,41.9174,3.1631,Hotel La Torre
687,Harindanga,IN,80.28,scattered clouds,22.0383,88.3214,Hasanur Builders
688,Ghanzi,BW,65.55,broken clouds,-21.5667,21.7833,Ghanzi Farmhouse
689,Hanmer Springs,NZ,64.58,clear sky,-42.5167,172.8167,The Chalets Motel
690,Viesite,LV,31.21,few clouds,56.3475,25.5551,Krogs pie Viktora
691,Kajaani,FI,32.05,clear sky,64.2273,27.7285,Original Sokos Hotel Valjus
692,Umiray,PH,79.7,broken clouds,15.2206,121.4111,The Chairmans Residence
693,Teruel,ES,48.78,overcast clouds,40.6667,-0.6667,La Parra
695,Boyolangu,ID,79.02,overcast clouds,-8.1181,111.8935,Yos ega cv
697,Saint-Leu,RE,74.23,clear sky,-21.15,55.2833,La Caz Oceane
698,Patnongon,PH,82.15,overcast clouds,10.9132,121.9937,La Veneranda Guest House
699,Pemba,MZ,77.2,clear sky,-12.974,40.5178,Guesthouse Samotina
700,Susteren,NL,50.92,clear sky,51.0655,5.8519,Hotel Restaurant de Roosterhoeve
702,Tevaitoa,PF,80.91,light rain,-16.7833,-151.5,Hôtel Raiatea Lodge
703,Yugorsk,RU,22.78,few clouds,61.3133,63.3319,Arkobaleno Mini-hotel
704,Huicungo,PE,77.49,broken clouds,-7.2833,-76.8,Gran Pajaten Trek
705,Maddur,IN,76.24,clear sky,12.6,77.0667,Hotel Thimmadas Residency
706,Xai-Xai,MZ,70.59,light rain,-25.0519,33.6442,Complexo da Familia
707,Ntoum,GA,76.06,overcast clouds,0.3833,9.7833,Hôtel Santa Barbara
708,Fort Nelson,CA,20.79,broken clouds,58.8053,-122.7002,The Fort Nelson Hotel
709,Seddon,AU,63.75,heavy intensity rain,-37.8068,144.8916,Footscray Motor Inn
711,San Onofre,CO,81.1,overcast clouds,9.7359,-75.5263,Hotel Sinai
713,Helong,CN,46.38,overcast clouds,42.5397,128.9972,Helong Hotel
714,San Vicente De Canete,PE,66.85,scattered clouds,-13.0751,-76.3835,Hotel Konford
715,Umtata,ZA,53.87,broken clouds,-31.5889,28.7844,LLZZ Boutique Lodge
716,Tulum,MX,78.87,clear sky,20.2167,-87.4667,Kin Ha Tulum
717,Prince Rupert,CA,50.09,clear sky,54.3161,-130.3201,Crest Hotel
719,Henderson,US,89.98,clear sky,36.0397,-114.9819,Hawthorn Suites By Wyndham Las Vegas/Henderson
720,Marshalltown,US,40.01,mist,42.0494,-92.908,Best Western Regency Inn
721,Ferme-Neuve,CA,35.02,broken clouds,46.7001,-75.4493,Pourvoirie Club Fontbrune Ltee
722,Ketchikan,US,50.47,few clouds,55.3422,-131.6461,Snow's Cove Lodge
