City ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Navirai,BR,-23.065,-54.1906,61.92,84,28,3.69,scattered clouds
480,Khash,IR,28.2211,61.2158,64.42,40,5,2.08,clear sky
481,Hamilton,US,39.1834,-84.5333,49.32,49,0,12.66,clear sky
482,Puri,IN,19.8,85.85,79.32,88,90,15.37,overcast clouds
483,Olafsvik,IS,64.8945,-23.7142,42.15,70,96,10.78,overcast clouds
484,Vestmannaeyjar,IS,63.4427,-20.2734,42.69,70,21,4.7,few clouds
485,Sivas,TR,39.7916,37.0019,56.03,35,0,16.11,light rain
486,Jinan,CN,36.6683,116.9972,63.01,34,95,5.73,overcast clouds
487,Hofn,IS,64.2539,-15.2082,44.8,82,9,0.49,clear sky
488,Isangel,VU,-19.55,169.2667,82.69,72,100,1.21,moderate rain
489,Baloda Bazar,IN,21.6667,82.1667,82.17,21,4,2.46,clear sky
490,Kirakira,SB,-10.4544,161.9205,85.19,67,90,8.5,overcast clouds
491,Havre-Saint-Pierre,CA,50.2334,-63.5986,35.96,93,100,12.66,overcast clouds
492,Alofi,NU,-19.0595,-169.9187,81.57,75,92,11.32,overcast clouds
493,Batemans Bay,AU,-35.7167,150.1833,67.1,50,90,2.84,overcast clouds
494,Perth,AU,-31.9333,115.8333,58.66,72,0,4.61,clear sky
495,Muncar,ID,-8.4333,114.3333,80.96,82,98,2.68,overcast clouds
496,Meadow Lake,US,34.8014,-106.5436,78.78,6,0,12.26,clear sky
497,Meulaboh,ID,4.1363,96.1285,77.61,89,98,3.38,overcast clouds
498,Byron Bay,AU,-28.65,153.6167,70.95,72,66,6.51,broken clouds
499,Lodwar,KE,3.1191,35.5973,82.4,58,99,4.54,light rain
500,Kapoeta,SS,4.7717,33.5903,79.84,55,99,3.87,light rain
501,Yenagoa,NG,4.9247,6.2642,76.82,91,86,3.83,overcast clouds
502,Sao Joao Da Barra,BR,-21.6403,-41.0511,69.78,75,2,10.4,clear sky
503,Nurpur,IN,29.15,78.4167,77.52,18,4,5.03,clear sky
504,Aksarka,RU,66.5606,67.7975,14.97,89,89,8.77,overcast clouds
505,Chabahar,IR,25.2919,60.643,81.23,70,0,6.93,clear sky
506,Kenora,CA,49.8167,-94.4337,28.78,74,100,5.99,overcast clouds
507,Iskateley,RU,67.6803,53.1512,32.49,98,100,9.08,overcast clouds
508,Mahanje,TZ,-9.9333,35.3333,62.92,98,42,1.03,light rain
509,Belgatoy,RU,43.19,45.8308,44.19,63,24,2.93,few clouds
510,Kungurtug,RU,50.5994,97.5228,34.63,73,30,2.08,scattered clouds
511,Manacapuru,BR,-3.2997,-60.6206,77.0,90,100,3.33,overcast clouds
512,Mezen,RU,65.8522,44.24,31.78,98,100,8.93,light snow
513,Sorland,NO,67.667,12.6934,43.02,84,100,18.41,overcast clouds
514,Karratha,AU,-20.7377,116.8463,83.84,36,13,22.59,few clouds
515,Lagos,NG,6.5833,3.75,76.78,91,100,3.15,moderate rain
516,Aasiaat,GL,68.7098,-52.8699,4.8,99,82,5.19,broken clouds
517,Clearwater,US,27.9659,-82.8001,81.03,79,0,14.0,clear sky
518,Ardakan,IR,32.31,54.0175,58.69,27,37,13.22,scattered clouds
519,Muli,MV,2.9167,73.5667,83.77,68,89,10.89,overcast clouds
520,Nowa Deba,PL,50.4297,21.7508,41.95,83,100,5.12,overcast clouds
521,Ternate,ID,0.8,127.4,82.44,76,53,4.92,broken clouds
522,Ningxiang,CN,37.34,111.2052,41.5,74,56,11.52,broken clouds
523,Nishihara,JP,26.1842,127.7558,69.85,69,100,1.14,overcast clouds
524,Bintulu,MY,3.1667,113.0333,78.6,83,86,5.59,overcast clouds
525,Griffith,US,41.5284,-87.4237,41.22,73,40,13.8,scattered clouds
526,Kalabo,ZM,-14.97,22.6814,65.66,92,78,4.5,broken clouds
527,Muscat,OM,23.6139,58.5922,89.62,45,5,4.92,clear sky
528,Merzifon,TR,40.8733,35.4631,49.46,82,75,0.0,light rain
529,Gambiran,ID,-6.7988,111.4951,80.26,84,64,1.68,broken clouds
530,Gasa,PS,31.5,34.4667,81.97,17,26,21.14,scattered clouds
531,Liaozhong,CN,41.5061,122.7242,56.88,20,29,11.97,scattered clouds
532,Thung Song,TH,8.1645,99.6804,82.06,92,74,2.66,broken clouds
533,Ilhabela,BR,-23.7781,-45.3581,69.76,73,93,0.65,overcast clouds
534,Namatanai,PG,-3.6667,152.4333,85.37,66,94,11.32,overcast clouds
535,Pudozh,RU,61.8099,36.5345,33.82,100,100,3.94,overcast clouds
536,Dunda,TZ,-8.1167,34.25,64.0,91,31,1.21,scattered clouds
537,Solomenskoye,RU,44.2167,44.3528,44.78,82,65,6.6,broken clouds
538,Port Victoria,KE,0.0939,33.9756,68.63,81,100,10.74,overcast clouds
539,Ranong,TH,9.9658,98.6348,79.79,84,98,3.74,overcast clouds
540,Adrar,MR,20.5022,-10.0711,77.31,13,71,11.97,broken clouds
541,Imuris,MX,30.7833,-110.8667,89.83,4,4,6.73,clear sky
542,Kieta,PG,-6.2167,155.6333,82.85,74,70,2.73,light rain
543,Barguzin,RU,53.6167,109.6167,46.81,77,74,6.85,broken clouds
544,Cloquet,US,46.7216,-92.4594,29.86,86,100,12.66,light snow
545,Pisz,PL,53.6274,21.8125,32.94,74,48,5.46,scattered clouds
546,Buchanan,LR,5.8808,-10.0467,79.07,84,100,4.83,overcast clouds
547,Banda Aceh,ID,5.5577,95.3222,79.12,81,87,5.17,overcast clouds
548,Road Town,VG,18.4167,-64.6167,78.89,77,59,23.11,broken clouds
549,Zaliztsi,UA,49.7919,25.373,30.42,77,61,4.97,broken clouds
550,Auki,SB,-8.7676,160.7034,84.16,69,70,3.4,broken clouds
551,Burgeo,CA,47.6167,-57.6152,35.17,93,100,19.6,overcast clouds
552,Ambilobe,MG,-13.2,49.05,71.38,90,49,3.18,scattered clouds
553,Juneau,US,58.3019,-134.4197,46.4,57,75,6.91,broken clouds
554,San Patricio,US,28.017,-97.5169,86.09,65,38,13.49,scattered clouds
555,Newberry,US,34.2746,-81.6187,72.18,82,87,7.34,overcast clouds
556,Qaqortoq,GL,60.7167,-46.0333,26.85,90,71,3.09,broken clouds
557,Pangnirtung,CA,66.1451,-65.7125,-4.23,100,100,6.2,overcast clouds
558,Dasoguz,TM,41.8363,59.9666,58.17,52,100,12.26,overcast clouds
559,Cankuzo,BI,-3.1333,30.5833,57.4,96,54,2.24,broken clouds
560,Aykhal,RU,66.0,111.5,23.22,94,100,20.51,light snow
561,Blind River,CA,46.1834,-82.9582,31.55,68,31,4.88,scattered clouds
562,Shwebo,MM,22.5667,95.7,84.27,42,21,5.44,few clouds
563,Bodden Town,KY,19.2833,-81.25,82.0,71,0,1.54,clear sky
564,Khanpur,PK,28.6453,70.6567,83.62,31,54,10.47,broken clouds
565,Vargashi,RU,55.3556,65.8467,34.77,75,80,5.55,broken clouds
566,Mahon,ES,39.8885,4.2658,50.56,81,0,4.61,clear sky
567,Opuwo,NA,-18.0607,13.84,70.88,38,50,3.22,scattered clouds
568,Mandera,KE,3.9366,41.867,84.67,56,82,4.7,broken clouds
569,Asino,RU,56.9979,86.1452,34.54,78,82,7.61,broken clouds
570,Ploufragan,FR,48.4914,-2.7946,48.16,94,75,4.61,broken clouds
571,Sindor,RU,62.8629,51.8905,28.98,96,66,5.41,broken clouds
572,Vanimo,PG,-2.6741,141.3028,82.74,79,76,2.86,broken clouds
573,Canico,PT,32.6333,-16.85,66.83,59,20,17.27,few clouds
574,Male,MV,4.1748,73.5089,83.8,72,98,11.83,overcast clouds
575,Mount Darwin,ZW,-16.7725,31.5838,62.82,92,15,2.06,few clouds
576,Sur,OM,22.5667,59.5289,86.04,42,1,9.48,clear sky
577,Petatlan,MX,17.5167,-101.2667,84.0,51,69,4.81,broken clouds
578,Comodoro Rivadavia,AR,-45.8667,-67.5,62.46,48,0,4.61,clear sky
579,Nalut,LY,30.3333,10.85,59.61,38,0,6.53,clear sky
580,Myitkyina,MM,25.3833,97.4,67.14,94,73,3.6,broken clouds
581,Bandarbeyla,SO,9.4942,50.8122,80.49,82,18,7.92,few clouds
582,Lovozero,RU,68.005,35.0117,34.5,98,100,7.2,overcast clouds
583,Vila,PT,42.0304,-8.1588,47.7,77,1,5.39,clear sky
584,Ishigaki,JP,24.3448,124.1572,71.96,73,84,9.55,broken clouds
585,Galeana,MX,24.8333,-100.0667,77.95,45,46,11.32,scattered clouds
586,Whitehorse,CA,60.7161,-135.0538,31.01,50,100,2.24,overcast clouds
587,Inirida,CO,3.8653,-67.9239,74.12,97,64,3.6,broken clouds
588,Catamarca,AR,-28.4696,-65.7852,62.58,69,15,9.89,few clouds
589,Lesogorsk,RU,56.0458,99.5136,46.62,90,100,5.97,overcast clouds
590,Abha,SA,18.2164,42.5053,64.44,37,52,4.36,broken clouds
591,Sterling,US,39.0062,-77.4286,51.8,41,40,8.05,scattered clouds
592,Lakatoro,VU,-16.0999,167.4164,84.43,70,80,4.07,broken clouds
593,Borova,UA,50.1763,30.1043,34.34,96,17,7.05,few clouds
594,Tres Picos,MX,15.8667,-93.5333,84.54,70,82,4.88,broken clouds
595,Aruppukkottai,IN,9.5167,78.1,80.73,68,16,3.36,few clouds
596,Novyye Lapsary,RU,56.0685,47.2142,31.71,93,100,6.71,overcast clouds
597,Talaya,RU,61.3833,152.75,12.58,81,100,0.78,overcast clouds
598,Birao,CF,10.2849,22.7882,83.61,47,78,5.7,broken clouds
599,Prugy,HU,48.0833,21.25,37.4,69,72,6.82,broken clouds
600,Makokou,GA,0.5738,12.8642,70.9,99,92,1.5,light rain
601,Batagay-Alyta,RU,67.8006,130.4114,4.41,91,100,3.0,overcast clouds
602,Weligama,LK,5.9667,80.4167,79.34,84,99,4.85,overcast clouds
603,Amberley,US,39.2048,-84.428,48.54,49,0,13.8,clear sky
604,Fountain,US,38.6822,-104.7008,72.39,15,20,18.41,few clouds
605,Shangrao,CN,28.4532,117.9686,53.85,96,100,6.96,overcast clouds
606,Guapo,BR,-16.8306,-49.5319,75.58,73,96,3.33,overcast clouds
607,Ivdel,RU,60.6911,60.4206,17.65,95,13,3.22,few clouds
608,Benin,BJ,9.5,2.25,81.25,61,100,5.48,overcast clouds
609,Zhigansk,RU,66.7697,123.3711,28.58,79,100,29.26,overcast clouds
610,Oroville,US,39.5138,-121.5564,74.16,16,0,6.91,clear sky
611,Manggar,ID,-2.8833,108.2667,81.55,77,42,1.92,scattered clouds
612,Bilecik,TR,40.0,30.1667,51.89,97,64,4.43,broken clouds
613,Flin Flon,CA,54.7682,-101.865,30.67,69,100,1.59,light snow
614,Nadym,RU,65.5333,72.5167,11.91,90,75,10.33,broken clouds
615,Letka,RU,59.6011,49.4232,21.92,95,18,2.93,few clouds
616,Scordia,IT,37.2981,14.8408,53.64,97,95,1.88,overcast clouds
617,Hovd,MN,48.0056,91.6419,41.63,24,0,8.43,clear sky
618,Phalodi,IN,27.1333,72.3667,80.35,39,12,9.73,few clouds
619,Chicama,PE,-7.8447,-79.1469,63.14,76,3,7.47,clear sky
620,Katherine,AU,-14.4667,132.2667,84.52,65,43,8.05,scattered clouds
621,Bosaso,SO,11.2842,49.1816,84.43,58,18,4.85,few clouds
622,Huarmey,PE,-10.0681,-78.1522,67.46,84,2,11.77,clear sky
623,Pokhara,NP,28.2333,83.9833,70.83,25,2,7.81,clear sky
624,Saint Anthony,US,45.0205,-93.218,36.25,91,100,6.91,snow
625,Cam Ranh,VN,11.9214,109.1591,78.76,73,20,6.91,few clouds
626,Fare,PF,-16.7,-151.0167,81.0,73,17,10.36,light rain
627,Murwillumbah,AU,-28.3167,153.4,75.97,60,60,10.36,broken clouds
628,Ankara,TR,39.9199,32.8543,54.79,55,40,4.61,light rain
629,Yarada,IN,17.65,83.2667,82.72,89,75,6.91,broken clouds
630,Bilibino,RU,68.0546,166.4372,22.3,83,99,1.23,overcast clouds
631,Nipawin,CA,53.3668,-104.0009,30.83,69,100,3.31,overcast clouds
632,Akureyri,IS,65.6835,-18.0878,42.73,87,100,0.0,light intensity drizzle
633,Ararangua,BR,-28.9347,-49.4858,62.47,79,46,0.94,scattered clouds
634,Wanning,CN,18.8003,110.3967,77.45,86,60,4.99,broken clouds
635,Bulgan,MN,48.8125,103.5347,41.97,48,12,5.03,few clouds
636,Udachnyy,RU,66.4167,112.4,30.45,92,100,22.24,light snow
637,Dong Hoi,VN,17.4833,106.6,74.03,94,92,8.21,overcast clouds
638,Chapleau,CA,47.8405,-83.4034,30.11,85,98,1.97,overcast clouds
639,Vargata,RO,46.5667,24.8,25.74,77,64,3.18,broken clouds
640,Kokopo,PG,-4.352,152.2633,84.09,68,100,1.72,overcast clouds
641,Nantucket,US,41.2835,-70.0995,44.71,59,0,11.5,clear sky
642,Cairns,AU,-16.9167,145.7667,84.07,79,75,8.05,broken clouds
643,Dolores,AR,-36.3132,-57.6792,57.33,93,100,6.69,overcast clouds
644,Hailar,CN,49.2,119.7,44.83,30,99,16.69,overcast clouds
645,Pokrovsk,UA,48.282,37.1758,46.26,89,100,8.03,overcast clouds
646,Itarema,BR,-2.9248,-39.9167,77.31,88,91,5.88,overcast clouds
647,Xichang,CN,27.8964,102.2634,46.65,82,100,6.11,overcast clouds
648,Tucuma,BR,-0.1833,-50.05,75.79,91,99,4.34,overcast clouds
649,Elliot,ZA,-31.3333,27.85,47.7,89,59,4.68,broken clouds
650,Port-Gentil,GA,-0.7193,8.7815,80.67,84,100,9.35,light rain
651,Saugus,US,42.4648,-71.01,46.44,44,20,12.66,few clouds
652,Bharatpur,IN,27.2167,77.4833,83.55,13,10,3.89,clear sky
653,Durango,MX,24.8333,-104.8333,84.09,6,58,15.5,broken clouds
654,Korla,CN,41.7597,86.1469,54.28,17,1,7.94,clear sky
655,Krasnovishersk,RU,60.4078,57.082,16.39,97,59,2.75,broken clouds
656,Porto Velho,BR,-8.7619,-63.9039,77.05,94,40,1.14,moderate rain
657,Mount Gambier,AU,-37.8333,140.7667,58.96,82,100,7.81,overcast clouds
658,Fonte Boa,BR,-2.4959,-66.2662,75.65,98,70,3.0,moderate rain
659,Faya,SA,18.3851,42.4509,64.67,37,41,3.04,scattered clouds
660,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,75,10.36,moderate rain
661,Rokytne,UA,51.2796,27.214,32.09,71,70,5.1,broken clouds
662,Poya,NC,-21.35,165.15,80.87,62,48,3.36,scattered clouds
663,Ponsacco,IT,43.6238,10.6291,52.05,46,44,1.01,scattered clouds
664,Xingyi,CN,24.1877,102.817,58.14,87,88,4.21,light rain
665,Jiazi,CN,22.8779,116.067,67.53,79,100,10.36,overcast clouds
666,Evanston,US,42.0411,-87.6901,40.57,70,75,9.22,broken clouds
667,Morrope,PE,-6.5417,-80.0111,68.5,75,8,15.26,clear sky
668,Kachiry,KZ,53.0675,76.1036,48.38,65,99,10.89,overcast clouds
669,Litovko,RU,49.2361,135.1742,36.41,79,100,4.63,overcast clouds
670,Devrek,TR,41.2192,31.9558,51.87,96,95,3.94,overcast clouds
671,Mangan,IN,27.5167,88.5333,65.37,57,16,6.49,few clouds
672,Mirnyy,RU,62.5353,113.9611,33.64,83,95,15.41,light snow
673,Dakar,SN,14.6937,-17.4441,67.08,89,46,21.61,scattered clouds
674,Castrillon,ES,43.3979,-6.7922,48.45,98,24,1.7,few clouds
675,Yaan,NG,7.3833,8.5667,80.76,74,100,8.1,light rain
676,Jutai,BR,-5.1833,-68.9,74.5,97,63,1.45,broken clouds
677,Dodola,ET,6.9833,39.1833,56.43,87,99,0.63,light rain
678,Clyde River,CA,70.4692,-68.5914,-13.22,97,95,3.74,overcast clouds
679,Isabela,PH,6.7085,121.9711,82.42,80,100,9.46,overcast clouds
680,Hvide Sande,DK,56.0045,8.1294,45.0,72,6,9.66,clear sky
681,Kudahuvadhoo,MV,2.6708,72.8944,83.86,65,82,10.8,broken clouds
682,Granadilla De Abona,ES,28.1188,-16.576,72.18,27,12,20.71,haze
683,Leningradskiy,RU,69.3833,178.4167,17.2,89,83,4.27,broken clouds
684,Sao Raimundo Nonato,BR,-9.0153,-42.6994,77.67,70,100,1.83,overcast clouds
685,Ravar,IR,31.2656,56.8055,61.92,40,32,6.2,scattered clouds
686,Palafrugell,ES,41.9174,3.1631,58.42,56,64,1.01,broken clouds
687,Harindanga,IN,22.0383,88.3214,80.28,90,27,8.52,scattered clouds
688,Ghanzi,BW,-21.5667,21.7833,65.55,80,57,6.89,broken clouds
689,Hanmer Springs,NZ,-42.5167,172.8167,64.58,46,0,2.98,clear sky
690,Viesite,LV,56.3475,25.5551,31.21,80,22,4.18,few clouds
691,Kajaani,FI,64.2273,27.7285,32.05,93,0,1.14,clear sky
692,Umiray,PH,15.2206,121.4111,79.7,82,52,13.98,broken clouds
693,Teruel,ES,40.6667,-0.6667,48.78,72,100,1.05,overcast clouds
694,Mirabad,AF,30.4362,61.8383,65.8,52,7,21.47,light rain
695,Boyolangu,ID,-8.1181,111.8935,79.02,87,85,4.12,overcast clouds
696,Novoagansk,RU,61.9449,76.6625,6.24,98,74,4.03,broken clouds
697,Saint-Leu,RE,-21.15,55.2833,74.23,81,4,3.04,clear sky
698,Patnongon,PH,10.9132,121.9937,82.15,65,93,3.8,overcast clouds
699,Pemba,MZ,-12.974,40.5178,77.2,87,7,13.49,clear sky
700,Susteren,NL,51.0655,5.8519,50.92,57,0,5.75,clear sky
701,Tiznit,MA,29.5833,-9.5,72.86,23,100,1.34,overcast clouds
702,Tevaitoa,PF,-16.7833,-151.5,80.91,73,21,9.62,light rain
703,Yugorsk,RU,61.3133,63.3319,22.78,90,16,5.55,few clouds
704,Huicungo,PE,-7.2833,-76.8,77.49,79,75,0.63,broken clouds
705,Maddur,IN,12.6,77.0667,76.24,64,8,3.91,clear sky
706,Xai-Xai,MZ,-25.0519,33.6442,70.59,93,100,13.94,light rain
707,Ntoum,GA,0.3833,9.7833,76.06,94,100,1.66,overcast clouds
708,Fort Nelson,CA,58.8053,-122.7002,20.79,45,75,3.44,broken clouds
709,Seddon,AU,-37.8068,144.8916,63.75,94,100,9.22,heavy intensity rain
710,Lusambo,CD,-4.9667,23.45,70.68,94,84,1.83,light rain
711,San Onofre,CO,9.7359,-75.5263,81.1,79,88,5.35,overcast clouds
712,Tacuarembo,UY,-31.7333,-55.9833,62.65,67,100,5.21,overcast clouds
713,Helong,CN,42.5397,128.9972,46.38,40,100,5.53,overcast clouds
714,San Vicente De Canete,PE,-13.0751,-76.3835,66.85,83,50,5.1,scattered clouds
715,Umtata,ZA,-31.5889,28.7844,53.87,95,79,3.15,broken clouds
716,Tulum,MX,20.2167,-87.4667,78.87,70,0,6.69,clear sky
717,Prince Rupert,CA,54.3161,-130.3201,50.09,43,0,8.05,clear sky
718,Bayangol,RU,50.6977,103.4656,39.38,52,43,2.64,scattered clouds
719,Henderson,US,36.0397,-114.9819,89.98,12,0,9.22,clear sky
720,Marshalltown,US,42.0494,-92.908,40.01,86,100,6.91,mist
721,Ferme-Neuve,CA,46.7001,-75.4493,35.02,55,78,9.31,broken clouds
722,Ketchikan,US,55.3422,-131.6461,50.47,32,20,6.91,few clouds
